rvtr,title,artist,artists,albums,release_year,chart_rows,representative_week,duplicate_identity_count,status,priority,issues
"RVTR449077","Good Good Lovin'","chubby checker","","","","6","1961-04-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449117","Treat My Baby Good","bobby darin","","","","9","1963-08-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449170","Give Me The Keys And I'Ll Drive You Crazy","huey lewis","","","","8","1989-01-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449176","Devil In The Bottle","t.g. sheppard","","","","8","1975-01-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449188","Lala","myke towers","","","","20","2023-07-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449353","Livin' Right","glenn frey","","","","4","1989-03-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449408","Johnny Jingo","hayley mills","","","","11","1962-03-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449412","How Did I Get By Without You","john waite","","","","8","1995-02-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449421","No Arms Can Ever Hold You","bobby vinton","","","","4","1970-07-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449451","Man In The Mirror","adam levine","","","","1","2011-07-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449453","Need You","donnie owens","","","","15","1958-10-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449475","Hit The Road Jack","stampeders","","","","8","1976-02-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449502","Teach Me Tonight Cha Cha","The Decastro Sisters","","","","4","1959-01-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449504","Forever Amo'R","d'zyre","","","","9","1991-06-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449511","Monster","fred schneider","","","","4","1991-07-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449529","Is That Alright","lady gaga","","","","1","2018-10-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449571","There'S A Girl","jan","","","","3","1959-10-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449667","Turn It Up","oaktown's 3.5.7","","","","6","1991-08-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449671","Ours","taylor swift","","","","20","2011-11-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449728","My Foolish Heart","The Demensions","","","","3","1963-03-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449811","Blinded By The Light","manfred mann's earth band","","","","20","1976-11-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449818","Pork And Beans","weezer","","","","15","2008-05-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449915","Back In Stride","maze","","","","6","1985-03-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR449931","Busy Woman","sabrina carpenter","","","","16","2025-03-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR450088","Fulton St","leschea","","","","2","1997-06-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR450095","Mess","lil wayne","","","","1","2018-10-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR450130","Father Time","kendrick lamar","","","","2","2022-05-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR450202","Picture To Burn","taylor swift","","","","20","2008-03-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR450387","Always On Your Side","Sheryl Crow & Sting","","","","1","2006-03-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR450398","The Archer","taylor swift","","","","3","2019-08-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR450667","Can'T Forget You","gloria estefan","","","","13","1991-06-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR450699","Ain'T That Enough For You","john davis and the monster orchestra","","","","4","1978-12-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR450705","Lost Without U","chris jamison","","","","1","2015-01-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR450751","Luna Trip","dickie goodman","","","","2","1969-09-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR450936","Boogaloo Down Broadway","The Fantastic Johnny C","","","","18","1967-10-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR450965","Don'T Call Me Up","mabel","","","","10","2019-04-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR450977","Un Preview","bad bunny","","","","7","2023-10-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451012","Suzi","randy vanwarmer","","","","8","1981-06-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451027","Zoo York","lil tjay","","","","1","2020-05-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451055","Special Lady","ray, goodman","","","","18","1980-01-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451066","It'S A New Day","will.i.am","","","","2","2008-11-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451111","Pick Me Up On Your Way Down","pat zill","","","","1","1961-05-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451124","Music Harmony And Rhythm","brooklyn dreams","","","","8","1978-03-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451151","Glasshouse","The Temptations","","","","10","1975-07-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451177","You'Re Mine Tonight","pure prairie league","","","","5","1981-07-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451241","War Games","crosby, stills","","","","9","1983-06-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451309","Think","james brown and the famous flames","","","","8","1960-04-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451321","Keep Going","dj khaled","","","","1","2022-09-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451357","Reputation","post malone","","","","1","2022-06-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451381","Heartaches","bto","","","","7","1979-02-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451395","Eyes Closed","ed sheeran","","","","20","2023-04-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451424","You Me And Mexico","edward bear","","","","4","1970-05-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451451","Scared Of My Guitar","olivia rodrigo","","","","1","2024-04-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451523","God Bless The Child","shania twain","","","","5","1996-12-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451554","All Mine","brent faiyaz","","","","20","2022-07-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451648","Square Rooms","al corley","","","","5","1985-05-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451660","What Do All The People Know","The Monroes","","","","8","1982-05-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451672","Trust Nothing","king von","","","","1","2022-03-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451727","He Ain'T Heavy He'S My Brother","neil diamond","","","","11","1970-11-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451800","All I Have To Do Is Dream","andy gibb","","","","8","1981-08-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451830","This World","The Staple Singers","","","","7","1972-08-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451923","Only You Know And I Know","delaney","","","","10","1971-09-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451990","Rich Men North Of Richmond","oliver anthony music","","","","20","2023-08-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR451991","Bust A Move","young m.c","","","","39","1989-07-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452001","Sex Crime Nineteen Eighty Four","eurythmics","","","","4","1984-11-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452087","Come In Out Of The Rain","wendy moten","","","","15","1993-02-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452102","Give Me Back My Hometown","eric church","","","","20","2014-01-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452149","Only One Woman","nigel olsson","","","","6","1975-03-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452245","Gta","future","","","","1","2024-04-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452246","Say Something","timbaland","","","","20","2010-01-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452332","Puddin N' Tain Ask Me Again I'Ll Tell You The Same","The Alley Cats","","","","7","1963-01-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452366","Needle In A Haystack","The Velvelettes","","","","8","1964-10-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452419","Donald Where'S Your Troosers","andy stewart","","","","4","1961-08-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452449","Needy","ariana grande","","","","4","2019-02-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452466","Make Love To Me","helen reddy","","","","10","1979-05-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452539","Forget You","glee cast","","","","5","2010-12-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452570","Let'S Rock","ellison chase","","","","3","1976-08-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452578","Sally Walker","iggy azalea","","","","1","2019-03-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452580","Rumour Has It Someone Like You","glee cast","","","","3","2011-12-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452620","Never Satisfied","good 2 go","","","","14","1992-05-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452698","Torture","kris jensen","","","","14","1962-09-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452701","So Fly","nb ridaz","","","","10","2004-06-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452775","Heart Of Stone","jelly roll","","","","13","2025-08-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452857","I'Ll Never Be Free","kay starr","","","","3","1961-06-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR452973","James Brown Is Dead","l.a. style","","","","20","1992-04-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR453082","La Dolce Vita The Sweet Life","ray ellis and his orchestra","","","","5","1961-07-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR453099","Dj Girl","katalina","","","","11","1996-09-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR453122","Love You Miss You Mean It","luke bryan","","","","10","2024-08-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR453195","Baby I Believe In You","george lamond","","","","7","1992-12-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR453210","I Never Seen A Man Cry Aka I Seen A Man Die","scarface","","","","17","1994-11-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR453377","Happy Times Are Here To Stay","tony orlando","","","","3","1961-11-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
