rvtr,title,artist,artists,albums,release_year,chart_rows,representative_week,duplicate_identity_count,status,priority,issues
"RVTR479894","The Drum","bobby sherman","bobby sherman","Bobby Sherman's Greatest Hits | Portrait Of Bobby","1971","8","1971-05-01","1","AMBIGUOUS","70","multiple_albums"
"RVTR479898","I'M Free","The Who","The Who","BBC Sessions | Join Together","1990","8","1969-07-19","1","AMBIGUOUS","70","multiple_albums"
"RVTR479959","Hot Cakes 1St Serving","dave ""baby"" cortez","","","","2","1963-04-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR479962","Snowchild","The Weeknd","","","","1","2020-04-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR479984","Soulshake","peggy scott","","","","6","1969-02-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR479990","If You Love Me Let Me Know","olivia newton-john","olivia newton-john","Back To Basics/Essential Collection 1971-1992 | If You Love Me Let Me Know | Magic: The Very Best Of Olivia Newton-John | Olivia Newton-John's Greatest Hits","1974","20","1974-04-13","1","AMBIGUOUS","70","multiple_albums"
"RVTR480010","Let Me Love You","ariana grande","ariana grande","Dangerous Woman","2016","1","2016-05-07","1","VALID","0",""
"RVTR480038","So Young","clyde stacy","","","","2","1959-11-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR480064","Tulsa Time Cocaine","eric clapton and his band","","","","14","1980-06-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR480088","Running Bear","sonny james","","","","2","1969-05-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR480190","Can'T Wait Another Minute","five star","","","","14","1986-09-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR480204","It'S All In The Game","cliff richard","","","","13","1963-12-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR480301","Jam Tonight","freddie jackson","freddie jackson","Just Like The First Time","1986","13","1987-06-27","1","VALID","0",""
"RVTR480310","Shake Your Bon Bon","ricky martin","ricky martin","Ricky Martin: MTV Unplugged","2006","18","1999-11-20","1","VALID","0",""
"RVTR480337","Johnny Can'T Read","don henley","","","","11","1982-08-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR480345","If I Could Only Be Sure","nolan porter","","","","4","1973-03-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR480418","You Always Come Back To Hurting Me","johnny rodriguez","johnny rodriguez","Introducing Johnny Rodriguez","1973","4","1973-06-23","1","VALID","0",""
"RVTR480526","Release Me","johnny adams","","","","3","1968-12-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR480587","Hi Hi Hazel","gary and the hornets","","","","2","1966-11-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR480588","Sheila","tommy roe","tommy roe","Dizzy","1969","14","1962-07-28","1","VALID","0",""
"RVTR480622","Otis","jay z kanye west","","","","20","2011-08-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR480624","Pinball That'S All","bill wray","","","","2","1979-05-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR480625","It Feels So Good","sonique","sonique","Hear My Cry","2000","24","2000-01-22","1","VALID","0",""
"RVTR480645","Be Mine Tonight","neil diamond","neil diamond","On The Way To The Sky","1981","11","1982-05-22","1","VALID","0",""
"RVTR480660","Serenata","sarah vaughan","","","","6","1960-10-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR480751","Run Rudolph Run","chuck berry","chuck berry","Chuck Berry's Golden Decade, Vol. 2 | Rock 'N' Roll Rarities","1973","29","1958-12-15","1","AMBIGUOUS","70","multiple_albums"
"RVTR480800","How Am I Supposed To Live Without You","michael bolton","michael bolton","Greatest Hits 1985-1995 | Michael Bolton | Soul Provider","1983","23","1989-10-28","1","AMBIGUOUS","70","multiple_albums"
"RVTR480807","The Dealer","morgan wallen","","","","2","2025-05-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR480835","Only God Knows Why","kid rock","","","","20","2000-02-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR480855","Helena So Long Goodnight","my chemical romance","","","","16","2005-07-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR480888","Backin' It Up","pardison fontaine","","","","20","2018-10-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR480919","My Sweet Lord","george harrison","george harrison","All Things Must Pass | Early Takes: Volume 1 (Soundtrack) | George Harrison | Let It Roll: Songs By George Harrison | The Concert For Bangla Desh","1970","1","2002-02-02","1","AMBIGUOUS","70","multiple_albums"
"RVTR480947","Free Ride","edgar winter group","","","","15","1973-08-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR480957","Weather The Storm","dj khaled","","","","1","2019-06-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR480980","Kings And Queens","aerosmith","aerosmith","Aerosmith's Greatest Hits | Classics Live | Draw The Line","1977","5","1978-03-11","1","AMBIGUOUS","70","multiple_albums"
"RVTR481046","Diamonds","fabolous","fabolous","From Nothin' To Somethin'","2007","1","2007-04-21","1","VALID","0",""
"RVTR481143","Cry","waterfront","waterfront","Waterfront","1989","17","1989-04-08","1","VALID","0",""
"RVTR481227","American Woman","lenny kravitz","lenny kravitz","Greatest Hits","2000","21","1999-07-17","1","VALID","0",""
"RVTR481261","Someone Someone","brian poole and the tremeloes","","","","2","1964-09-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR481268","Selfish","future","","","","10","2017-03-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR481350","Lost In Japan","shawn mendes x zedd","","","","16","2018-04-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR481358","Sunday Barbecue","tennessee ernie ford","","","","1","1958-08-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR481542","Black Friday","steely dan","steely dan","A Decade Of Steely Dan | Katy Lied | The Definitive Collection","1975","7","1975-05-24","1","AMBIGUOUS","70","multiple_albums"
"RVTR481568","Weekend","wet willie","wet willie","Which One's Willie","1979","12","1979-05-26","1","VALID","0",""
"RVTR481591","Sweet Dreams Are Made Of This","eurythmics","eurythmics","Greatest Hits | Sweet Dreams (Are Made Of This) | Ultimate Collection","1983","26","1983-05-14","1","AMBIGUOUS","70","multiple_albums"
"RVTR481602","I'Ve Had The Time Of My Life","bill medley","","","","21","1987-09-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR481607","Spirits In The Material World","The Police","The Police","Every Breath You Take-The Singles | Ghost In The Machine | Message In A Box: The Complete Recordings","1981","13","1982-01-16","1","AMBIGUOUS","70","multiple_albums"
"RVTR481612","Lonely","akon","akon","Trouble","2004","20","2005-02-26","1","VALID","0",""
"RVTR481658","Time Flies","drake","","","","2","2020-05-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR481660","I Need Your Lovin'","roy hamilton","","","","5","1959-04-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR481682","Why","frankie avalon","","","","16","1959-11-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR481684","Hanging On A Heart Attack","device","device","22B3","1986","14","1986-06-14","1","VALID","0",""
"RVTR481751","Wouldn'T It Be Good","nik kershaw","nik kershaw","Human Racing","1984","13","1984-03-31","1","VALID","0",""
"RVTR481786","Tin Man","america","america","America/Live | History/America's Greatest Hits | The Complete Greatest Hits","1975","18","1974-08-24","1","AMBIGUOUS","70","multiple_albums"
"RVTR481796","Come See About Me","jr. walker","","","","11","1967-11-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR481838","Then You Can Tell Me Goodbye","The Casinos","The Casinos","Then You Can Tell Me Goodbye","1967","13","1967-01-14","1","VALID","0",""
"RVTR481857","Thick Of It","ksi","","","","4","2024-10-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR481974","School Boy Crush","awb","","","","7","1975-11-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR481975","Eloise","barry ryan","","","","4","1968-12-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR482062","Atlanta Lady Something About Your Love","marty balin","","","","13","1981-09-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR482064","Before I Go","starship","starship","Knee Deep In The Hoopla","1985","7","1986-07-05","1","VALID","0",""
"RVTR482080","Insatiable","darren hayes","darren hayes","Spin","2002","7","2002-03-02","1","VALID","0",""
"RVTR482191","Come Rain Or Come Shine","ray charles","ray charles","Ray Charles Forever","2013","4","1960-11-26","1","VALID","0",""
"RVTR482290","Send My Baby Back","freddie hughes","","","","6","1968-07-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR482308","Chattanooga Choo Choo","tuxedo junction","tuxedo junction","Tuxedo Junction","1978","17","1978-04-22","1","VALID","0",""
"RVTR482322","One Of The Girls","The Weeknd, Jennie","","","","20","2023-12-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR482338","Let'S Do Something Cheap And Superficial","burt reynolds","","","","5","1980-10-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR482345","It'S A Miracle","culture club","","","","13","1984-05-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR482373","The Story Of Our Love","johnny mathis","","","","2","1959-10-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR482455","Stop","spice girls","spice girls","Greatest Hits | Spiceworld","1997","19","1998-06-20","1","AMBIGUOUS","70","multiple_albums"
"RVTR482485","Another Saturday Night","sam cooke","sam cooke","Ain't That Good News | The Best Of Sam Cooke, Volume 2","1964","11","1963-04-20","1","AMBIGUOUS","70","multiple_albums"
"RVTR482520","Love Corporation","The Hues Corporation","The Hues Corporation","Love Corporation","1975","6","1975-02-22","1","VALID","0",""
"RVTR482579","Runaway Happy Together","dawn","","","","4","1972-01-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR482607","Take Me There","rascal flatts","rascal flatts","Still Feels Good","2007","20","2007-08-11","1","VALID","0",""
"RVTR482618","The Windows Of The World","dionne warwick","dionne warwick","The Windows Of The World","1967","9","1967-07-29","1","VALID","0",""
"RVTR482631","Diced Pineapples","rick ross","rick ross","God Forgives, I Don't","2012","16","2012-08-18","1","VALID","0",""
"RVTR482687","Liar","profyle","profyle","Nothin' But Drama","2000","20","2000-09-16","1","VALID","0",""
"RVTR482696","Sugar And Spice","The Searchers","","","","8","1964-05-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR482798","Tell Me What It Is","tyler, the creator","","","","1","2025-08-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR482833","Giddyup Go","red sovine","","","","3","1966-01-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR482840","Chopstix","schoolboy q + travis scott","","","","1","2019-05-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR482856","Ass Like That","eminem","","","","7","2005-06-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR482868","Face 2 Face","juice wrld","","","","1","2022-12-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR482918","My Best Friend'S Wife","paul anka","","","","2","1977-04-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR483142","Thong Song","sisqo","sisqo","Unleash The Dragon","1999","28","2000-01-29","1","VALID","0",""
"RVTR483166","Tender Years","george jones","george jones","50 Years Of Hits | Super Hits | The Essential George Jones","2004","4","1961-07-01","1","AMBIGUOUS","70","multiple_albums"
"RVTR483175","Fly Me To The Moon Bossa Nova","joe harnell and his orchestra","","","","13","1962-12-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR483182","Eenie Meenie","jeffrey osborne","jeffrey osborne","Jeffrey Osborne","1982","5","1983-03-19","1","VALID","0",""
"RVTR483205","Canadian Idiot","""weird al"" yankovic","""weird al"" yankovic","Straight Outta Lynwood","2006","3","2006-10-21","1","VALID","0",""
"RVTR483218","Some Kind A Earthquake","duane eddy his twangy guitar and the rebels","","","","8","1959-10-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR483255","Junior'S Farm Sally G","paul mccartney and wings","","","","17","1974-11-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR483257","Mr Custer","larry verne","","","","13","1960-08-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR483316","I Fall Apart","post malone","post malone","Stoney","2016","29","2017-10-14","1","VALID","0",""
"RVTR483359","You Cheated","The Shields","","","","16","1958-08-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR483406","Music Box Dancer","frank mills","frank mills","Music Box Dancer","1979","20","1979-01-27","1","VALID","0",""
"RVTR483445","I Wanna Sex You Up From New Jack City","color me badd","","","","23","1991-04-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR483479","Bling Bling","b.g","","","","19","1999-09-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR483495","Way Cool Jr","ratt","ratt","Reach For The Sky","1988","7","1989-01-07","1","VALID","0",""
"RVTR483544","This Afternoon","nickelback","","","","20","2010-04-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR483560","Alive","p.o.d","","","","20","2001-11-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR483563","My Heroes Have Always Been Cowboys","willie nelson","willie nelson","Super Hits | The Electric Horseman | Willie Nelson's Greatest Hits (& Some That Will Be)","1980","10","1980-02-09","1","AMBIGUOUS","70","multiple_albums"
